,name,model,price,color,fuel_type,origin_car,car_license,lime_type,glass,motor_power,car_speedometer,passengers,payment_method,displayed,ex_owners,additional_info,insurance_third,supplementary_body,total,ads_status,ads_start_data,ads_end_data
4799,بي ام دبليو 318,1996,28000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,,,نقدا فقط ,للبيع فقط ,,"فتحة سقف,جنطات مغنيسيوم,فرش جلد",670,500,1170,منتهي,2021-06-07,2021-08-06
4800,اودي A4,2006,40000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,180000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-07,2021-08-06
4801,كيا مورننغ,2017,42500,أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,,4+1 ,نقدا فقط ,للبيع فقط ,٣ ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,فرش جلد",935,1000,1935,منتهي,2021-06-07,2021-08-06
4802,روفر s400,2000,28000,سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"إغلاق مركزي,فتحة سقف,جنطات مغنيسيوم,فرش جلد",670,500,1170,منتهي,2021-06-07,2021-07-07
4803,سكودا كودياك,2019,185000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,3238,4578,منتهي,2021-06-10,2021-08-09
4804,ستروين C5,2013,55000,ذهبي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,115000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,ثالثه ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-08,2021-08-07
4805,سكودا فابيا,2004,32000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,,نقدا فقط ,للبيع فقط ,,,1340,1000,2340,منتهي,2021-06-08,2021-06-23
4806,جييب Wrangler,2014,185000,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,يدوي ,3600 ,50000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,3 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,وسادة حماية هوائية",1690,3238,4928,منتهي,2021-06-08,2021-08-07
4807,كيا سورينتو,2011,86000,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1506,3195,منتهي,2021-06-10,2021-08-09
4808,سكودا اوكتافيا,2013,67000,سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,20000 ,4+1 ,نقدا فقط ,للبيع فقط ,١ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1173,2513,منتهي,2021-06-08,2021-08-07
4809,سكودا فابيا,2013,39000,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,250000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٢ ,"مُكيّف,إغلاق مركزي,مسجل CD",1035,1000,2035,منتهي,2021-06-08,2021-08-07
4810,بي ام دبليو 316,1989,25000,زيتي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,,670,500,1170,منتهي,2021-06-09,2021-07-09
4811,هونداي فيرنا,2009,32000,سكني ,بنزين ,تأجير ,فلسطينية ,عادي ,الكتروني ,1400 ,1111111 ,,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-09,2021-08-08
4812,اوبل زافيرا,2004,30000,رصاصي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1900 ,,6+1 ,نقدا فقط ,للبيع فقط ,يد رابعة  ,"مُكيّف,مسجل CD,جنطات مغنيسيوم",1340,1000,2340,منتهي,2021-06-09,2021-08-08
4813,سيت توليدو,2005,40000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900 ,,,نقدا فقط ,للبيع أو التبديل ,3 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-09,2021-08-08
4814,كيا ريو,2013,49500,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,200000000 ,4+1 ,نقدا فقط ,للبيع فقط ,ثالثة ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-10,2021-07-10
4815,هونداي توسان,2016,89000,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,75000 ,,نقدا فقط ,للبيع فقط ,يد اولى  ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1558,2898,منتهي,2021-06-10,2021-06-25
4816,هونداي سانتافيه,2015,110000,بترولي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,150 ,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,ثانية  ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1926,3265,منتهي,2021-06-10,2021-08-09
4817,سكودا فابيا,2012,47000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1600 ,300000 ,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-12,2021-07-22
4818,فولكسفاجن جولف,2019,70000,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1226,2565,منتهي,2021-06-12,2021-08-11
4819,كيا برايد,2014,44000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,160000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,جهاز إنذار,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-12,2021-08-11
4820,فولكسفاجن جولف,2014,90000,فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,210000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,,1035,1576,2610,منتهي,2021-06-12,2021-06-27
4821,كيا برايد,2014,60000,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,80 ,,إمكانية التقسيط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1050,2085,منتهي,2021-06-12,2021-08-11
4822,ستروين بيرلينجو,2018,80000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1401,2740,منتهي,2021-06-12,2021-08-11
4823,فورد فيستا,2013,36000,كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,190 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-12,2021-08-11
4824,فولكسفاجن باسات,2019,123999,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,114000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,يد صفر ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,2170,3510,منتهي,2021-06-14,2021-08-13
4825,اوبل كورسا,2017,48000,أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,60000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-13,2021-06-28
4826,نيسان ميكرا,2016,36000,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,,,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-13,2021-06-28
4827,سكودا 2019,2019,115000,ذهبي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,35000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2013,3353,منتهي,2021-06-14,2021-08-13
4828,سكودا اوكتافيا,2019,130000,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,35000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2275,3615,منتهي,2021-06-14,2021-08-13
4829,فورد مونديو,2013,57000,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,155000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,3 ,"مُكيّف,إغلاق مركزي,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-14,2021-06-29
4830,فولكسفاجن كرافيل,2008,45000,برتقالي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2500 ,,7+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1000,2690,منتهي,2021-06-14,2021-08-13
4831,دراجة نارية SYM..Joyride,2017,20000,أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,200 ,15300 ,1+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,فرش جلد,935,1000,1935,منتهي,2021-06-14,2021-06-29
4832,هونداي سانتافيه,2009,60000,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,180000 ,6+1 ,نقدا فقط ,للبيع فقط ,ثالثة ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,فرش جلد,وسادة حماية هوائية",1690,1050,2740,منتهي,2021-06-14,2021-08-13
4833,كيا برايد,2013,58000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,55 ,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1016,2050,منتهي,2021-06-15,2021-06-30
4834,مازدا 6,2011,60000,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,60800 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1050,2390,منتهي,2021-06-15,2021-08-14
4835,اوبل كورسا,2013,42000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,112000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-15,2021-08-14
4836,داف 55,2001,60000,أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,210 ,000 ,2+1 ,نقدا فقط ,للبيع فقط ,٣ ,,467,525,992,منتهي,2021-06-15,2021-08-14
4837,فولكسفاجن بولو,2004,2000,بنفسجي ,بنزين ,خصوصي ,نمرة صفراء ,اوتوماتيك ,الكتروني ,1400 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"إغلاق مركزي,مسجل CD,جنطات مغنيسيوم",1035,1000,2035,منتهي,2021-06-15,2021-06-30
4838,فولكسفاجن كادي,2017,107000,فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1340,1873,3213,منتهي,2021-06-15,2021-08-14
4839,بيجو 208,2014,35000,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,96000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-24,2021-08-23
4840,فولكسفاجن كادي,2012,65000,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,120000 ,6+1 ,نقدا فقط ,للبيع فقط ,3 ,,1340,1138,2478,منتهي,2021-06-16,2021-08-15
4841,سكودا اوكتافيا,2019,102000,رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,26000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,2 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1786,2820,منتهي,2021-06-16,2021-07-01
4842,فولكسفاجن بولو,2016,62000,بني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,70000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1085,2120,منتهي,2021-06-16,2021-08-15
4843,فولكسفاجن بولو,2009,36000,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,352688875 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٤ ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-17,2021-08-16
4844,كيا سيراتو,2008,38000,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,190000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-20,2021-08-19
4845,اودي Slin,2009,135000,رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000 ,,6+1 ,إمكانية التقسيط ,للبيع فقط ,E ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,2363,4053,منتهي,2021-06-17,2021-08-16
4846,فولكسفاجن Golf 2006,2006,50000,سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900 ,26000 ,3+1 ,إمكانية التقسيط ,للبيع فقط ,يد ,"مُكيّف,إغلاق مركزي,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد",1340,1000,2340,منتهي,2021-06-17,2021-08-16
4847,كيا سيراتو,2016,67000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,130000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"مُكيّف,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1173,2513,منتهي,2021-06-19,2021-07-04
4848,سكودا رابيد,2015,58000,فضي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,140000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1016,2050,منتهي,2021-06-19,2021-07-04
4849,هونداي اكسنت,2016,68000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,100000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1190,2530,منتهي,2021-06-19,2021-08-18
4850,بي ام دبليو 525,2007,78000,كحلي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2500 ,300 ,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,19 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1366,3055,منتهي,2021-06-19,2021-08-18
4851,فيات اونو,1993,12500,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1000 ,,,نقدا فقط ,للبيع فقط ,5 ,"مُكيّف,مسجل CD,جنطات مغنيسيوم",467,500,967,منتهي,2021-06-19,2021-08-18
4852,كيا سورينتو,2018,162000,أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,46000 ,6+1 ,نقدا فقط ,للبيع فقط ,غير منمر ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,2836,4525,منتهي,2021-08-29,2021-10-28
4853,فولكسفاجن باسات,2015,105000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,148000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد",1340,1838,3178,منتهي,2021-06-20,2021-08-19
4854,اوبل كورسا,2016,48000,سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,100000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد اولى ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-21,2021-08-20
4855,بي ام دبليو 735,2003,69000,رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,1208,2898,منتهي,2021-06-21,2021-08-20
4856,فورد ايدج,2008,29500,أبيض ,بنزين ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,00000 ,4+1 ,نقدا فقط ,للبيع فقط ,٣ ,"مُكيّف,إغلاق مركزي,مسجل CD,وسادة حماية هوائية",1340,1000,2340,منتهي,2021-06-24,2021-08-23
4857,سكودا كودياك,2019,195000,أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,70000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,3413,4753,منتهي,2021-06-27,2021-08-26
4858,هونداي توسان,2014,88000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1541,2880,منتهي,2021-06-22,2021-07-22
4859,سيت ليون,2015,58000,أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,94000 ,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1016,2050,منتهي,2021-06-22,2021-07-22
4860,كيا ريو,2009,35000,فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,80000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-23,2021-08-22
4861,فورد ايدج,2016,179000,أسود ميتالك ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3500 ,83000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثانيه ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,3133,4823,منتهي,2021-06-23,2021-08-22
4862,مازدا BT50,2010,95000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2500 ,,4+1 ,إمكانية التقسيط ,للبيع فقط ,يد ثانية ,"مُكيّف,إغلاق مركزي,مسجل CD,فرش جلد,وسادة حماية هوائية",1690,1663,3353,منتهي,2021-06-23,2021-08-22
4863,سكودا اوكتافيا,2014,76000,بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,93000 ,,نقدا فقط ,للبيع فقط ,1 ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1035,1331,2365,منتهي,2021-10-10,2021-10-25
4864,ميتسوبيشي باجيرو,2008,120000,خمري ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3200 ,190000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1690,2100,3790,منتهي,2021-08-09,2021-10-08
4865,مرسيدس C220,1997,24000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2200 ,11111 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,11111 ,"مُكيّف,فرش جلد",845,500,1345,منتهي,2021-06-24,2021-07-24
4866,كيا سبورتاج,2011,68000,فضي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,100 ,4+1 ,نقدا فقط ,للبيع فقط ,٢ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1190,2530,منتهي,2021-06-24,2021-08-23
4867,هونداي توسان,2011,75000,أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,000000000 ,4+1 ,إمكانية التقسيط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,1313,2653,منتهي,2021-06-24,2021-07-14
4868,مرسيدس 416,2002,90000,أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,4016 ,458000 ,6+1 ,نقدا فقط ,للبيع فقط ,٥ ,"مُكيّف,مسجل CD,فرش جلد",845,788,1632,منتهي,2021-06-26,2021-08-15
4869,اوبل استرا,1999,22000,أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم",670,500,1170,منتهي,2021-06-26,2021-08-25
4870,فولكسفاجن بولو,2009,42000,فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,190000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,4 ,"مُكيّف,إغلاق مركزي,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-26,2021-08-25
4871,هونداي افانتي,2006,20000,أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,16900 ,4+1 ,نقدا فقط ,للبيع فقط ,اولى ,"مُكيّف,جنطات مغنيسيوم,فرش جلد",1340,1000,2340,منتهي,2021-06-26,2021-08-25
4872,كيا ريو,2009,25000,أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500 ,4445 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"مُكيّف,جهاز إنذار,مسجل CD,وسادة حماية هوائية",1035,1000,2035,منتهي,2021-06-26,2021-08-25
4873,فولكسفاجن بولو,2020,69000,أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,36 ,4+1 ,نقدا فقط ,للبيع فقط ,١ ,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",935,1208,2143,منتهي,2021-06-26,2021-08-25
4874,دايو لانوس,2000,20000,أخضر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1500 ,0000000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,٥ ,"مُكيّف,مسجل CD,جنطات مغنيسيوم,وسادة حماية هوائية",517,500,1017,منتهي,2021-06-26,2021-08-25
4875,بيجو 308 GTi,2017,140000,أحمر ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"مُكيّف,إغلاق مركزي,جهاز إنذار,مسجل CD,فتحة سقف,جنطات مغنيسيوم,فرش جلد,وسادة حماية هوائية",1340,2451,3791,منتهي,2021-07-10,2021-09-08
